coleccion,titulo,idioma_principal,idiomas_pub,issn
mex,"Anales médicos (México, Ciudad de México)",en,,01853252
mex,Anales del Instituto de Investigaciones Estéticas,en,,01851276
mex,Problema anuario de filosofía y teoría del derecho,en,,24487937
mex,Problema anuario de filosofía y teoría del derecho,en,,20074387
mex,Sociológica (México),en,,20078358
mex,Sociológica (México),en,,01870173
mex,Política y cultura,es,,29544130
mex,Política y cultura,es,,01887742
prt,Revista Portuguesa de História do Livro,es,es; fr; en; pt,08741336
prt,Laboratório de Psicologia,es,en; pt,16466004
prt,Arquivos de Medicina,en,en; pt,21832447
prt,Arquivos de Medicina,en,en; pt,08713413
prt,Laboreal,es,es; fr; en; pt,16465237
prt,Corrosão e Protecção de Materiais,es,es; en; pt,21826587
prt,Corrosão e Protecção de Materiais,es,es; en; pt,08701164
prt,Revista de Gestão Costeira Integrada,es,es; fr; en; pt,16468872
prt,Revista Portuguesa de Enfermagem de Saúde Mental,es,es; fr; en; pt,16472160
prt,Revista Portuguesa de Clínica Geral,es,es; fr; en; pt,08707103
prt,Revista Encontros Científicos - Tourism & Management Studies,es,es; fr; en; pt,16462408
prt,Portuguese Journal of Public Health,es,es; fr; en; pt,25043137
prt,Portuguese Journal of Public Health,es,es; fr; en; pt,25043145
prt,Revista Internacional em Língua Portuguesa,en,en; pt,21842043
prt,Revista Internacional em Língua Portuguesa,en,en; pt,21824452
prt,Revista Portuguesa de Enfermagem de Reabilitação,en,es; en; pt,2184965X
prt,Revista Portuguesa de Enfermagem de Reabilitação,en,es; en; pt,21843023
prt,Tourism & Management Studies,es,es; en; pt,21828458
prt,Tourism & Management Studies,es,es; en; pt,21828466
prt,Media & Jornalismo,es,es; fr; en; pt,21835462
prt,Media & Jornalismo,es,es; fr; en; pt,16455681
prt,"Millenium - Journal of Education, Technologies, and Health",en,es; en; pt,1647662X
prt,"Millenium - Journal of Education, Technologies, and Health",en,es; en; pt,08733015
prt,"Revista Portuguesa de Estomatologia, Medicina Dentária e Cirurgia Maxilofacial",en,en; pt,16462890
prt,"Revista Portuguesa de Estomatologia, Medicina Dentária e Cirurgia Maxilofacial",en,en; pt,16476700
prt,SOCIOLOGIA ON LINE,es,es; fr; en; it; pt,16473337
prt,Sisyphus - Journal of Education,es,es; en; pt,21828474
prt,Sisyphus - Journal of Education,es,es; en; pt,21829640
prt,Revista Portuguesa de Ortopedia e Traumatologia,en,en; pt,16462122
prt,Revista Portuguesa de Ortopedia e Traumatologia,en,en; pt,16462939
prt,Medievalista,es,es; fr; en; pt,1646740X
prt,Revista de História da Sociedade e da Cultura,es,es; fr; en; it; pt,16452259
prt,Revista de História da Sociedade e da Cultura,es,es; fr; en; it; pt,21838615
prt,Observatorio (OBS*),es,es; fr; gl; en; it; pt,16465954
prt,Journal of Digital Media and Interaction,es,es; fr; en; pt,21843120
prt,Ephata,de,de; es; fr; en; it; pt,27954900
prt,Ephata,de,de; es; fr; en; it; pt,21845778
prt,"e3 - Revista de Economia, Empresas e Empreendedores na CPLP",en,en; pt,2183380X
prt,"e3 - Revista de Economia, Empresas e Empreendedores na CPLP",en,en; pt,21837201
prt,e-Pública: Revista Eletrónica de Direito Público,en,en; pt,2183184X
prt,Revista de Enfermagem Referência,es,es; fr; en; it; pt,08740283
prt,Revista de Enfermagem Referência,es,es; fr; en; it; pt,21822883
prt,Revista da Sociedade Portuguesa de Dermatologia e Venereologia,en,en; pt,21822395
prt,Revista da Sociedade Portuguesa de Dermatologia e Venereologia,en,en; pt,21822409
prt,"Rotura - Revista de Comunicação, Cultura e Artes",es,es; fr; en; pt,21848661
prt,Political Observer - Revista Portuguesa de Ciência Política,en,en; pt,21842078
prt,Political Observer - Revista Portuguesa de Ciência Política,en,en; pt,16474090
prt,Revista Portuguesa Otorrinolaringologia e Cirurgia de Cabeça e Pescoço,es,es; fr; en; pt,21846499
prt,Portuguese Journal of Dermatology and Venereology,es,es; fr; en; pt,2795501X
prt,Portuguese Journal of Dermatology and Venereology,es,es; fr; en; pt,27955001
prt,RevSALUS - Revista Científica Internacional da Rede Académica das Ciências da Saúde da Lusofonia (RACS),en,en; pt,21844860
prt,RevSALUS - Revista Científica Internacional da Rede Académica das Ciências da Saúde da Lusofonia (RACS),en,en; pt,2184836X
prt,Acta Radiológica Portuguesa,en,en; pt,29760763
prt,Acta Radiológica Portuguesa,en,en; pt,21831351
prt,Revista Científica Pensar Enfermagem - Journal of Nursing,en,en; pt,16475526
prt,Revista Científica Pensar Enfermagem - Journal of Nursing,en,en; pt,08738904
prt,e-Journal of Portuguese History,en,es; fr; en; pt,16456432
prt,New Trends in Qualitative Research,es,es; en; pt,21847770
prt,"GOT, Revista de Geografia e Ordenamento do Território",en,en; pt,21821267
prt,Vista. Revista de Cultura Visual,en,en; pt,21841284
prt,Revista Diacrítica,es,es; fr; en; pt,21839174
prt,Revista Diacrítica,es,es; fr; en; pt,08078967
prt,Revista Diacrítica,es,es; fr; en; pt,08708967
prt,Portuguese Kidney Journal (PKJ),es,es; en; pt,29760526
prt,EduSer,es,es; en; pt,2183038X
prt,EduSer,es,es; en; pt,16454774
prt,Faces de Eva. Estudos sobre a Mulher,es,es; fr; en; pt,08746885
prt,Faces de Eva. Estudos sobre a Mulher,es,es; fr; en; pt,2975884X
prt,Análise Social,en,fr; en,00032573
prt,Análise Social,en,fr; en,21822999
prt,Análise Psicológica,pt,en; pt,08708231
prt,Análise Psicológica,pt,en; pt,21822980
prt,Acta Obstétrica e Ginecológica Portuguesa,en,en,16465830
prt,Acta Obstétrica e Ginecológica Portuguesa,en,en,2183007X
prt,Angiologia e Cirurgia Vascular,es,es; fr; en; pt,1646706X
prt,Angiologia e Cirurgia Vascular,es,es; fr; en; pt,21830096
prt,Acta Portuguesa de Nutrição,es,es; fr; en; pt,21835985
prt,Portuguese Journal of Nephrology & Hypertension,en,en,08720169
prt,Ciência e Técnica Vitivinícola,fr,fr; en; pt,24163953
prt,Ciência e Técnica Vitivinícola,fr,fr; en; pt,02540223
prt,Finisterra - Revista Portuguesa de Geografia,es,es; fr; en; pt,21822905
prt,Finisterra - Revista Portuguesa de Geografia,es,es; fr; en; pt,04305027
prt,GE-Portuguese Journal of Gastroenterology,es,es; fr; en; pt,23871954
prt,GE-Portuguese Journal of Gastroenterology,es,es; fr; en; pt,23414545
prt,Revista Crítica de Ciências Sociais,es,fr; en; pt,21827435
prt,Revista Crítica de Ciências Sociais,es,fr; en; pt,02541106
prt,Revista Nutrícias,es,es; fr; en; pt,21827230
prt,Revista Nutrícias,es,es; fr; en; pt,16451198
prt,Revista Portuguesa de Medicina Geral e Familiar,es,es; fr; en; pt,21825181
prt,Revista Portuguesa de Medicina Geral e Familiar,es,es; fr; en; pt,21825173
prt,Silva Lusitana,en,fr; en; pt,08706352
prt,Silva Lusitana,en,fr; en; pt,21830363
prt,Revista Portuguesa de Imunoalergologia,en,en; pt,08719721
prt,Revista Portuguesa de Imunoalergologia,en,en; pt,21843856
prt,Sociologia,es,es; fr; en; pt,08723419
prt,Sociologia,es,es; fr; en; pt,21829691
prt,Comportamento Organizacional e Gestão,es,es; fr; en; pt,08729662
prt,Comportamento Organizacional e Gestão,es,es; fr; en; pt,16466012
prt,"Sociologia, Problemas e Práticas",es,es; fr; en; pt,21827907
prt,"Sociologia, Problemas e Práticas",es,es; fr; en; pt,08736529
prt,Economia Global e Gestão,es,es; fr; en; pt,08737444
prt,Economia Global e Gestão,es,es; fr; en; pt,21830045
prt,Toxicodependências,es,es; fr; en; pt,21830053
prt,Toxicodependências,es,es; fr; en; pt,08744890
prt,Ex aequo,es,es; fr; en; pt,21840385
prt,Ex aequo,es,es; fr; en; pt,08745560
prt,Revista Portuguesa de Ciências do Desporto,en,en; pt,21820317
prt,Revista Portuguesa de Ciências do Desporto,en,en; pt,16450523
prt,Revista de Gestão dos Países de Língua Portuguesa,pt,en; pt,16454464
prt,Revista de Gestão dos Países de Língua Portuguesa,pt,en; pt,21830061
prt,Revista Lusófona de Educação,pt,es; fr; en; pt,16457250
prt,Revista Lusófona de Educação,pt,es; fr; en; pt,1646401X
prt,Tékhne - Revista de Estudos Politécnicos,es,es; fr; en; pt,22553886
prt,Tékhne - Revista de Estudos Politécnicos,es,es; fr; en; pt,16459911
prt,RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação,es,es; en; pt,21830126
prt,RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação,es,es; en; pt,16469895
prt,Comunicações Geológicas,es,es; fr; en; pt,0873948X
prt,Comunicações Geológicas,es,es; fr; en; pt,1647581X
prt,Revista Portuguesa de Saúde Pública,es,es; fr; en; pt,08709025
prt,Revista Portuguesa de Saúde Pública,es,es; fr; en; pt,21734135
prt,Ciência & Tecnologia dos Materiais,es,es; fr; en; pt,21830398
prt,Ciência & Tecnologia dos Materiais,es,es; fr; en; pt,08708312
prt,Revista de Ciências Agrárias,de,es; fr; en; pt,0871018X
prt,Revista de Ciências Agrárias,de,es; fr; en; pt,2183041X
prt,Revista Portuguesa de Educação,ro,fr; en; pt,08719187
prt,Revista Portuguesa de Educação,ro,fr; en; pt,21830452
prt,Portugaliae Electrochimica Acta,en,en,16471571
prt,Portugaliae Electrochimica Acta,en,en,08721904
prt,Jornal Português de Gastrenterologia,en,en; pt,08728178
prt,Jornal Português de Gastrenterologia,en,en; pt,21830355
prt,Revista Portuguesa de Pneumologia,en,en; pt,08732159
prt,Revista Portuguesa de Pneumologia,en,en; pt,21726825
prt,Etnográfica,es,en; pt,08736561
prt,Etnográfica,es,en; pt,21822891
prt,Psicologia,es,es; fr; en; it; pt,08742049
prt,Psicologia,es,es; fr; en; it; pt,21832471
prt,Investigação Operacional,pt,en; pt,08745161
prt,Cadernos de Estudos Africanos,es,es; fr; en; pt,21827400
prt,Cadernos de Estudos Africanos,es,es; fr; en; pt,16453794
prt,Relações Internacionais (R:I),es,es; fr; en; pt,21830436
prt,Relações Internacionais (R:I),es,es; fr; en; pt,16459199
prt,Motricidade,en,en; pt,1646107X
prt,Motricidade,en,en; pt,21822972
prt,Revista :Estúdio,ca,ca; es; fr; gl; en; pt,16477316
prt,Revista :Estúdio,ca,ca; es; fr; gl; en; pt,16476158
prt,Forum Sociológico,es,es; fr; en; pt,21827427
prt,Forum Sociológico,es,es; fr; en; pt,08728380
prt,Da Investigação às Práticas,es,es; fr; en; pt,08749620
prt,Da Investigação às Práticas,es,es; fr; en; pt,21821372
prt,"CIDADES, Comunidades e Territórios",es,es; fr; en; pt,16450639
prt,"CIDADES, Comunidades e Territórios",es,es; fr; en; pt,21823030
prt,Cadernos do Arquivo Municipal,es,es; en; pt,21833176
prt,Cadernos do Arquivo Municipal,es,es; en; pt,08739870
prt,Revista Portuguesa de Saúde Ocupacional online,pt,en; pt,21838453
prt,PsychTech & Health Journal,es,es; en,21841004
prt,Gazeta Médica,en,en; pt,21840628
prt,Gazeta Médica,en,en; pt,21838135
prt,Convergências - Revista de Investigação e Ensino das Artes,es,es; en; pt,16469054
prt,Convergências - Revista de Investigação e Ensino das Artes,es,es; en; pt,21840180
prt,Revista de Investigação & Inovação em Saúde,es,es; en; pt,21843791
prt,Revista de Investigação & Inovação em Saúde,es,es; en; pt,21841578
prt,Revista Onconews,es,es; fr; en; pt,21836914
prt,Revista Onconews,es,es; fr; en; pt,16467868
prt,População e Sociedade,es,es; fr; gl; en; pt,21845263
prt,População e Sociedade,es,es; fr; gl; en; pt,08731861
prt,Revista Lusófona de Estudos Culturais (RLEC)/Lusophone Journal of Cultural Studies (LJCS),en,en; pt,21830886
prt,Revista Lusófona de Estudos Culturais (RLEC)/Lusophone Journal of Cultural Studies (LJCS),en,en; pt,21840458
prt,Political Observer,en,en; pt,27954765
prt,Political Observer,en,en; pt,27954757
prt,"Psicologia, Saúde & Doenças",es,en; pt,16450086
prt,"Psicologia, Saúde & Doenças",es,en; pt,21828407
prt,Medicina Interna,es,es; fr; en; pt,0872671X
prt,Medicina Interna,es,es; fr; en; pt,21839980
prt,Comunicação e Sociedade,es,es; fr; en; pt,16452089
prt,Comunicação e Sociedade,es,es; fr; en; pt,21833575
prt,Revista Internacional CONSINTER de Direito,es,es; en; pt,21839522
prt,Revista Internacional CONSINTER de Direito,es,es; en; pt,21836396
prt,Nascer e Crescer,es,es; fr; en; it; pt,08720754
prt,Nascer e Crescer,es,es; fr; en; it; pt,21839417
prt,Birth and Growth Medical Journal,en,en; pt,30517508
scl,RAE eletrônica,es,en; pt,16765648
scl,Revista de Psiquiatria do Rio Grande do Sul,en,es; en; pt,01018108
scl,Revista Brasileira de Ciências Farmacêuticas,es,es; en; pt,15169332
scl,Revista Brasileira de Geofísica,en,en; pt,0102261X
scl,Pró-Fono Revista de Atualização Científica,en,en; pt,01045687
scl,Sba: Controle & Automação Sociedade Brasileira de Automatica,es,es; en; pt,01031759
scl,Revista Brasileira de Zoologia,es,en,01018175
scl,Jornal da Sociedade Brasileira de Fonoaudiologia,es,es; en; pt,21796491
scl,Revista Odonto Ciência,es,es; en; pt,19806523
scl,Boletim do Instituto Paulista de Oceanografia,es,es; en; pt,01004239
scl,Boletim do Instituto Oceanográfico,es,es; en; pt,03735524
scl,Journal of the Brazilian Society of Mechanical Sciences,en,en,01007386
scl,Revista Brasileira de Biologia,en,en; pt,00347108
scl,Revista da Faculdade de Educação,pt,en; pt,01022555
scl,Pesquisa Odontológica Brasileira,en,en; pt,15177491
scl,Revista Brasileira de Fisiologia Vegetal,en,en; pt,01033131
scl,Revista de Odontologia da Universidade de São Paulo,en,en; pt,01030663
scl,Revista da Sociedade Brasileira de Fonoaudiologia,es,es; en; pt,19820232
scl,Revista da Sociedade Brasileira de Fonoaudiologia,es,es; en; pt,15168034
scl,Revista de Microbiologia,en,en; pt,00013714
scl,Neotropical Entomology,es,es; en; pt,16788052
scl,Neotropical Entomology,es,es; en; pt,1519566X
scl,Jornal de Pneumologia,pt,en; pt,01023586
scl,Jornal de Pneumologia,pt,en; pt,16784642
scl,Journal of the Brazilian Society of Mechanical Sciences and Engineering,en,en,16785878
scl,Journal of the Brazilian Society of Mechanical Sciences and Engineering,en,en,18063691
scl,Estudos Afro-Asiáticos,pt,fr; en; pt,0101546X
scl,Estudos Afro-Asiáticos,pt,fr; en; pt,16784650
scl,Entomología y Vectores,es,es; fr; en; pt,03280381
scl,Entomología y Vectores,es,es; fr; en; pt,19805349
scl,Journal of Epilepsy and Clinical Neurophysiology,es,es; en; pt,19805365
scl,Journal of Epilepsy and Clinical Neurophysiology,es,es; en; pt,16762649
scl,Brazilian Journal of Veterinary Research and Animal Science,en,en; pt,14139596
scl,Brazilian Journal of Veterinary Research and Animal Science,en,en; pt,16784456
scl,Journal of Venomous Animals and Toxins,en,en,01047930
scl,Journal of Venomous Animals and Toxins,en,en,16784936
scl,Caderno de Estudos,pt,en; pt,14139251
scl,Caderno de Estudos,pt,en; pt,23168943
scl,Fitopatologia Brasileira,es,en; pt,01004158
scl,Fitopatologia Brasileira,es,en; pt,16784677
scl,Brazilian Journal of Genetics,en,en,16784502
scl,Brazilian Journal of Genetics,en,en,01008455
scl,São Paulo em Perspectiva,pt,en; pt,18069452
scl,São Paulo em Perspectiva,pt,en; pt,01028839
scl,Economia Aplicada,es,en; pt,19805330
scl,Economia Aplicada,es,en; pt,14138050
scl,Psicologia Clínica,en,en; pt,19805438
scl,Psicologia Clínica,en,en; pt,01035665
scl,Afro-Ásia,es,es; fr; en; pt,19811411
scl,Afro-Ásia,es,es; fr; en; pt,00020591
scl,Revista Brasileira de Cardiologia Invasiva,es,es; en; pt,01041843
scl,Revista Brasileira de Cardiologia Invasiva,es,es; en; pt,21798397
scl,Psychology & Neuroscience,en,en; pt,19843054
scl,Psychology & Neuroscience,en,en; pt,19833288
scl,Journal of the Brazilian Computer Society,en,en,01046500
scl,Journal of the Brazilian Computer Society,en,en,16784804
scl,Theoretical and Experimental Plant Physiology,es,es; en; pt,21970025
scl,Brazilian Journal of Botany,pt,en; pt,18069959
scl,Brazilian Journal of Botany,pt,en; pt,01008404
scl,Computational & Applied Mathematics,en,en,22383603
scl,Computational & Applied Mathematics,en,en,18070302
scl,Brazilian Journal of Physics,en,en,16784448
scl,Brazilian Journal of Physics,en,en,01039733
scl,Scientiae Studia,de,de; es; en; la; pt,23168994
scl,Scientiae Studia,de,de; es; en; la; pt,16783166
scl,Revista do Hospital das Clínicas,en,en,16789903
scl,Revista do Hospital das Clínicas,en,en,00418781
scl,Revista Brasileira de Engenharia Biomédica,es,es; en; pt,15173151
scl,Arquivos Brasileiros de Endocrinologia & Metabologia,en,en; pt,00042730
scl,Arquivos Brasileiros de Endocrinologia & Metabologia,en,en; pt,16779487
scl,Brazilian Journal of Plant Physiology,en,en,16770420
scl,Brazilian Journal of Plant Physiology,en,en,16779452
scl,Revista Dental Press de Ortodontia e Ortopedia Facial,en,en; pt,19805500
scl,Revista Dental Press de Ortodontia e Ortopedia Facial,en,en; pt,14155419
